,epoch_40/online_vs0,epoch_40/val_vs0_fqe,epoch_40/val_vs0_q,epoch_40/val_loss,alg,env,policy_level,n_trajectories,State,Created,Runtime,actor_lr,alpha,batch_size,cql_lagrange_thresh,cql_lr,cql_max_backup,cql_min_q_weight,cql_n_uniform_actions,cql_tau,cql_temp,cql_variant,critic_lr,device,gamma,n_gradient_steps,noise_clip,normalize_obs,policy_noise,policy_update_frequency,sac_alpha_tuning,sac_lr,seed,tau,gmm_num_modes,counts/num_batches,counts/num_epochs,counts/num_samples,loss/actor,loss/actor_bc,loss/actor_td3,loss/critic,cql/alpha,cql/loss/alpha,cql/loss/critic1/bellman,cql/loss/critic1/conservative,cql/loss/critic1/total,cql/loss/critic2/bellman,cql/loss/critic2/conservative,cql/loss/critic2/total,sac/alpha,sac/loss/actor,sac/loss/alpha,epoch_40/val_tderror
135,-323886.47872245754,-49656.84765625,,5.8344146964373074e-05,bc,industrial,high,99,finished,2021-09-04T13:23:55.000Z,4399,0.0003,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-15.875480651855467,,,,,,,,,,,,,,,
136,-323905.53235833114,-49529.66015625,,5.8879380958387635e-05,bc,industrial,high,99,finished,2021-09-04T13:20:53.000Z,2633,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-16.964706420898438,,,,,,,,,,,,,,,
137,-323838.2025175781,-49719.89453125,,0.014268634840846062,bc,industrial,high,99,finished,2021-09-04T13:18:53.000Z,2642,0.001,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-16.700904846191403,,,,,,,,,,,,,,,
138,-323895.3612814725,-49612.55078125,,7.702452421654016e-05,bc,industrial,high,99,finished,2021-09-04T13:18:19.000Z,2655,0.0003,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-1.048309087753296,,,,,,,,,,,,,,,
139,-323885.8634956639,-49581.79296875,,0.004259941168129444,bc,industrial,high,99,finished,2021-09-04T13:17:23.000Z,2302,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-14.695735931396484,,,,,,,,,,,,,,,
140,-270549.8921509896,-50672.84765625,,0.0003914747503586114,bc,industrial,medium,999,finished,2021-09-04T13:13:23.000Z,2768,0.0001,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-15.935724258422852,,,,,,,,,,,,,,,
141,-272455.1625493277,-50619.01953125,,0.0005748785915784537,bc,industrial,medium,999,finished,2021-09-04T13:13:23.000Z,2762,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-14.634600639343262,,,,,,,,,,,,,,,
142,-273595.974549239,-50599.05078125,,0.0006561786867678165,bc,industrial,medium,999,finished,2021-09-04T13:13:18.000Z,2620,0.0001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-5.235613822937012,,,,,,,,,,,,,,,
143,-272770.67225700506,-50672.15234375,,0.003478422295302153,bc,industrial,medium,999,finished,2021-09-04T13:10:37.000Z,4113,0.0003,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-11.280322074890135,,,,,,,,,,,,,,,
144,-272553.6277522668,-50616.15234375,,0.001289781997911632,bc,industrial,medium,999,finished,2021-09-04T13:10:28.000Z,4492,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-5.441527366638184,,,,,,,,,,,,,,,
145,-274357.55036764283,-50728.5234375,,0.0033359644003212448,bc,industrial,medium,999,finished,2021-09-04T13:08:39.000Z,4097,0.0003,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-14.936149597167967,,,,,,,,,,,,,,,
146,-276093.3386452357,-50665.80859375,,0.0006260958616621793,bc,industrial,medium,999,finished,2021-09-04T13:07:30.000Z,4665,0.0001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-14.861262321472168,,,,,,,,,,,,,,,
147,-275109.00658129936,-50671.1171875,,0.0021838601678609852,bc,industrial,medium,999,finished,2021-09-04T13:07:13.000Z,2784,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-14.769281387329102,,,,,,,,,,,,,,,
148,-274486.95292259345,-50682.66796875,,0.0074774534441530704,bc,industrial,medium,999,finished,2021-09-04T13:05:28.000Z,4121,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-13.707456588745115,,,,,,,,,,,,,,,
149,-270696.05716996605,-50678.74609375,,0.0005075742374174297,bc,industrial,medium,999,finished,2021-09-04T13:03:54.000Z,4471,0.0003,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-5.345588684082031,,,,,,,,,,,,,,,
150,-274278.29648603173,-50610.8671875,,0.012526622042059898,bc,industrial,medium,99,finished,2021-09-04T12:42:03.000Z,4066,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-12.804503440856935,,,,,,,,,,,,,,,
151,-276696.5017828804,-50756.4140625,,0.0036519314162433134,bc,industrial,medium,99,finished,2021-09-04T12:42:03.000Z,2580,0.0003,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-13.060319900512695,,,,,,,,,,,,,,,
152,-274926.37267784285,-50744.5625,,0.008057341910898684,bc,industrial,medium,99,finished,2021-09-04T12:40:24.000Z,2578,0.001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-16.423303604125973,,,,,,,,,,,,,,,
153,-274349.9655732338,-50614.03125,,0.012839999049901962,bc,industrial,medium,99,finished,2021-09-04T12:40:03.000Z,4501,0.001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-13.301349639892578,,,,,,,,,,,,,,,
154,-276096.1698069433,-50642.9375,,0.0206062700599432,bc,industrial,medium,99,finished,2021-09-04T12:38:41.000Z,2244,0.001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-5.228259086608887,,,,,,,,,,,,,,,
155,-273159.62072662433,-50677.60546875,,0.0023743100464344025,bc,industrial,medium,99,finished,2021-09-04T12:38:35.000Z,4449,0.0001,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-14.742383003234865,,,,,,,,,,,,,,,
156,-271864.707893131,-50647.62109375,,0.0273775365203619,bc,industrial,medium,99,finished,2021-09-04T12:38:34.000Z,2355,0.0001,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-10.814152717590332,,,,,,,,,,,,,,,
157,-273536.64126773423,-50671.8515625,,0.001285078120417893,bc,industrial,medium,99,finished,2021-09-04T12:38:11.000Z,2343,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-13.495387077331545,,,,,,,,,,,,,,,
158,-275092.5994706473,-50646.89453125,,0.015432917512953281,bc,industrial,medium,99,finished,2021-09-04T12:37:54.000Z,4447,0.001,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-16.444835662841793,,,,,,,,,,,,,,,
159,-274280.9796693445,-50510.51953125,,0.010900691151618958,bc,industrial,medium,99,finished,2021-09-04T12:37:08.000Z,2578,0.001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-8.949932098388672,,,,,,,,,,,,,,,
160,-234440.4735502657,-44055.33203125,,0.0005835645133629441,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,4532,0.0003,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-15.449458122253418,,,,,,,,,,,,,,,
161,-234029.87382611985,-44088.41015625,,0.00038062603562138975,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,2496,0.0003,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-17.86652183532715,,,,,,,,,,,,,,,
162,-234192.87566008372,-44083.91015625,,0.0006811973289586604,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,4155,0.001,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-6.092692852020264,,,,,,,,,,,,,,,
163,-234144.7094366274,-44060.32421875,,0.0011525498703122141,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,2503,0.001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-17.999834060668945,,,,,,,,,,,,,,,
164,-234085.64684049788,-44062.828125,,0.0004256271058693528,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,2701,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-16.173921585083008,,,,,,,,,,,,,,,
165,-234088.8627181564,-44196.625,,0.0075648119673132905,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,4552,0.0003,,512,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-3.985294818878174,,,,,,,,,,,,,,,
166,-234097.6180366211,-44157.71875,,0.00035070080775767565,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,4552,0.0001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-16.038330078125,,,,,,,,,,,,,,,
167,-234089.87300122762,-44068.98828125,,0.0003955647116526962,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,2494,0.0003,,256,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-18.4016227722168,,,,,,,,,,,,,,,
168,-234149.1854123236,-43926.3671875,,0.0007067514234222473,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,2694,0.0003,,256,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-17.681922912597656,,,,,,,,,,,,,,,
169,-234130.77494074614,-44046.6953125,,0.0002526604803279042,bc,industrial,low,999,finished,2021-09-04T11:56:25.000Z,4399,0.0001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-6.035109519958496,,,,,,,,,,,,,,,
170,-234078.46267624185,-43669.80078125,,0.0003045506018679589,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,2586,0.0003,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-17.781091690063477,,,,,,,,,,,,,,,
171,-234036.98382764534,-43602.65234375,,0.0002506432356312871,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,4173,0.0001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-18.83409881591797,,,,,,,,,,,,,,,
172,-234114.51315828032,-43744.06640625,,0.0056528253480792046,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,3977,0.001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-5.978435516357423,,,,,,,,,,,,,,,
173,-234037.4253009946,-43760.5390625,,0.0002847076684702188,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,4031,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-3.959357023239136,,,,,,,,,,,,,,,
174,-234716.17952046817,-43743.984375,,0.0004701392026618123,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,4262,0.0003,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-5.9916629791259775,,,,,,,,,,,,,,,
175,-234089.40582366288,-43760.51953125,,0.0008094198419712484,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,2608,0.0001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-16.942058563232422,,,,,,,,,,,,,,,
176,-234159.0135574177,-43734.52734375,,0.00040705289575271314,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,2476,0.0003,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-6.102381706237793,,,,,,,,,,,,,,,
177,-234163.50637485128,-43661.2578125,,0.0002886261790990829,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,2458,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-5.758250713348389,,,,,,,,,,,,,,,
178,-234095.1156611751,-43801.0703125,,0.000411217799410224,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,4402,0.0001,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-17.624774932861328,,,,,,,,,,,,,,,
179,-234082.82690110806,-43747.72265625,,0.0027020659763365984,bc,industrial,low,99,finished,2021-09-04T11:56:21.000Z,2409,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-15.998756408691404,,,,,,,,,,,,,,,
180,33206.92829657305,242295.078125,,0.6007229089736938,bc,citylearn,medium,9999,finished,2021-09-04T09:36:14.000Z,3850,0.0003,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-29.228900909423828,,,,,,,,,,,,,,,
181,35871.80588180488,241573.609375,,0.3354696333408356,bc,citylearn,medium,9999,finished,2021-09-04T09:34:06.000Z,2193,0.0003,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.260936975479126,,,,,,,,,,,,,,,
182,35649.84687520763,241714.21875,,0.3354962170124054,bc,citylearn,medium,9999,finished,2021-09-04T09:10:29.000Z,3753,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-1.2492517232894895,,,,,,,,,,,,,,,
183,33230.62874604997,242295.078125,,0.6007229089736938,bc,citylearn,medium,9999,finished,2021-09-04T09:08:43.000Z,3841,0.0003,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-29.228900909423828,,,,,,,,,,,,,,,
184,33183.043501965716,242340.546875,,0.6849861145019531,bc,citylearn,medium,9999,finished,2021-09-04T09:07:00.000Z,2252,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-24.54886054992676,,,,,,,,,,,,,,,
185,33161.2917915142,241739.90625,,0.3137909471988678,bc,citylearn,medium,9999,finished,2021-09-04T08:31:54.000Z,3697,0.001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-1.3023486137390137,,,,,,,,,,,,,,,
186,35146.30532916064,242655.609375,,0.5037387013435364,bc,citylearn,medium,9999,finished,2021-09-04T08:31:43.000Z,2290,0.0001,,256,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-19.2712459564209,,,,,,,,,,,,,,,
187,34837.462237801854,245482.75,,0.3686592280864715,bc,citylearn,medium,9999,finished,2021-09-04T08:30:49.000Z,3888,0.001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-22.57021522521973,,,,,,,,,,,,,,,
188,32715.02496106405,242345.3125,,0.4652720391750336,bc,citylearn,medium,9999,finished,2021-09-04T08:29:52.000Z,2294,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-18.95653343200684,,,,,,,,,,,,,,,
189,34271.548063918235,245406.171875,,0.41983333230018616,bc,citylearn,medium,9999,finished,2021-09-04T08:28:24.000Z,2279,0.0003,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-22.19770812988281,,,,,,,,,,,,,,,
190,27043.99960548468,180797.921875,,0.4377908706665039,bc,citylearn,low,9999,finished,2021-09-04T07:51:01.000Z,2206,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-26.75411033630371,,,,,,,,,,,,,,,
191,29082.040085587832,180797.921875,,0.4377908706665039,bc,citylearn,low,9999,finished,2021-09-04T07:50:46.000Z,2310,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-26.75411033630371,,,,,,,,,,,,,,,
192,27890.52697327722,180843.296875,,0.22588832676410675,bc,citylearn,low,9999,finished,2021-09-04T07:25:30.000Z,3949,0.001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-24.48580551147461,,,,,,,,,,,,,,,
193,27742.092873926442,180789.5,,0.26288747787475586,bc,citylearn,low,9999,finished,2021-09-04T07:25:15.000Z,3952,0.001,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-30.521808624267567,,,,,,,,,,,,,,,
194,29386.1914376601,180830.328125,,0.3425502479076385,bc,citylearn,low,9999,finished,2021-09-04T07:25:14.000Z,3901,0.0001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-21.379196166992188,,,,,,,,,,,,,,,
195,29880.524541195497,180923.171875,,0.2542451620101929,bc,citylearn,low,9999,finished,2021-09-04T06:47:12.000Z,2247,0.001,,256,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-27.932130813598636,,,,,,,,,,,,,,,
196,27649.145395563355,180871.296875,,0.2652132213115692,bc,citylearn,low,9999,finished,2021-09-04T06:47:11.000Z,2251,0.0003,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-24.38745880126953,,,,,,,,,,,,,,,
197,29573.776161766935,180789.5,,0.26288747787475586,bc,citylearn,low,9999,finished,2021-09-04T06:47:08.000Z,3798,0.001,,512,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-30.521808624267567,,,,,,,,,,,,,,,
198,27476.163204394154,180724.40625,,0.3079471886157989,bc,citylearn,low,9999,finished,2021-09-04T06:47:08.000Z,2267,0.0001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-20.3659782409668,,,,,,,,,,,,,,,
199,26289.49483277451,180799.453125,,0.4370790421962738,bc,citylearn,low,9999,finished,2021-09-04T06:47:08.000Z,3783,0.0001,,512,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-28.05223846435547,,,,,,,,,,,,,,,
200,35475.70218389462,184497.8125,,0.3381630480289459,bc,citylearn,medium,999,finished,2021-09-04T03:13:31.000Z,2324,0.0003,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.3694883584976196,,,,,,,,,,,,,,,
201,35655.08245819805,184952.53125,,0.4161706864833832,bc,citylearn,medium,999,finished,2021-09-04T03:11:46.000Z,3951,0.0003,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-22.18747329711914,,,,,,,,,,,,,,,
202,35489.29886505727,184289.53125,,0.363112598657608,bc,citylearn,medium,999,finished,2021-09-04T03:11:32.000Z,2352,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.1913833618164062,,,,,,,,,,,,,,,
203,35385.55553821727,184223.78125,,0.3649861514568329,bc,citylearn,medium,999,finished,2021-09-04T03:11:31.000Z,2451,0.001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-23.33151626586914,,,,,,,,,,,,,,,
204,34188.18600970428,184720.96875,,0.4797640442848206,bc,citylearn,medium,999,finished,2021-09-04T03:11:31.000Z,3974,0.001,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-28.64704513549805,,,,,,,,,,,,,,,
205,35384.988881850215,184209.65625,,0.4530442953109741,bc,citylearn,medium,999,finished,2021-09-04T03:10:29.000Z,3998,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-23.123188018798828,,,,,,,,,,,,,,,
206,33043.29733421873,184209.65625,,0.4530442953109741,bc,citylearn,medium,999,finished,2021-09-04T03:08:35.000Z,3854,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-23.123188018798828,,,,,,,,,,,,,,,
207,34917.117078019,184880.765625,,0.4534487426280975,bc,citylearn,medium,999,finished,2021-09-04T03:08:02.000Z,2314,0.0001,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-19.84343719482422,,,,,,,,,,,,,,,
208,34420.740461955094,184289.53125,,0.363112598657608,bc,citylearn,medium,999,finished,2021-09-04T03:07:05.000Z,2374,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.1913833618164062,,,,,,,,,,,,,,,
209,32279.8751018817,184760.8125,,0.5802635550498962,bc,citylearn,medium,999,finished,2021-09-04T03:06:25.000Z,2315,0.0003,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-29.601503372192386,,,,,,,,,,,,,,,
210,33187.96991509619,156605.578125,,0.5484345555305481,bc,citylearn,medium,99,finished,2021-09-04T02:42:56.000Z,4191,0.0001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-19.05570411682129,,,,,,,,,,,,,,,
211,34026.25560311947,156760.640625,,0.4951151907444,bc,citylearn,medium,99,finished,2021-09-04T02:42:47.000Z,2554,0.0003,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-22.344711303710934,,,,,,,,,,,,,,,
212,37041.63607440936,156760.640625,,0.4951151907444,bc,citylearn,medium,99,finished,2021-09-04T02:42:33.000Z,2554,0.0003,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-22.344711303710934,,,,,,,,,,,,,,,
213,33483.289860281795,156285.359375,,0.36540138721466064,bc,citylearn,medium,99,finished,2021-09-04T02:42:33.000Z,2428,0.001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.3869593143463137,,,,,,,,,,,,,,,
214,33659.64315480166,156951.953125,,0.5546513199806213,bc,citylearn,medium,99,finished,2021-09-04T02:40:48.000Z,4210,0.0003,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-22.275829315185547,,,,,,,,,,,,,,,
215,34726.70383086022,156674.046875,,0.4422519505023956,bc,citylearn,medium,99,finished,2021-09-04T02:40:47.000Z,2555,0.001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-22.375642776489254,,,,,,,,,,,,,,,
216,36634.05838716003,156718.0625,,0.4261464476585388,bc,citylearn,medium,99,finished,2021-09-04T02:37:49.000Z,2247,0.0001,,256,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.149061679840088,,,,,,,,,,,,,,,
217,33351.000410485416,156485.578125,,0.4398902952671051,bc,citylearn,medium,99,finished,2021-09-04T02:37:44.000Z,3987,0.001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,5.0,200001.0,0,102400512,-22.208940505981445,,,,,,,,,,,,,,,
218,37736.36612363608,156540.078125,,0.3920356035232544,bc,citylearn,medium,99,finished,2021-09-04T02:37:33.000Z,3839,0.001,,512,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-1.3320401906967163,,,,,,,,,,,,,,,
219,32547.676651221384,156674.046875,,0.4422519505023956,bc,citylearn,medium,99,finished,2021-09-04T02:37:19.000Z,2366,0.001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-22.375642776489254,,,,,,,,,,,,,,,
220,28995.81483422542,167536.546875,,0.4424102604389191,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,2692,0.0001,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-27.59186172485352,,,,,,,,,,,,,,,
221,29200.738052140277,166001.78125,,0.2704888582229614,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,2685,0.0003,,256,,,,,,,,,,cuda:0,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-25.81839370727539,,,,,,,,,,,,,,,
222,28255.9037354453,165936.078125,,0.2502843737602234,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,2384,0.0003,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,1.0,200001.0,0,51200256,-1.5958302021026611,,,,,,,,,,,,,,,
223,28024.428560583077,166358.21875,,0.21955838799476626,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,4234,0.001,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-25.299076080322266,,,,,,,,,,,,,,,
224,29705.117827258786,165874.671875,,0.3550775647163391,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,2697,0.0001,,256,,,,,,,,,,cuda:3,,200000,,True,,,,,8800,,10.0,200001.0,0,51200256,-21.856033325195312,,,,,,,,,,,,,,,
225,28059.343491001942,168955.984375,,0.35275235772132874,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,4230,0.0003,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-31.49263000488281,,,,,,,,,,,,,,,
226,31212.367026976783,168955.984375,,0.35275235772132874,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,4567,0.0003,,512,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,100.0,200001.0,0,102400512,-31.49263000488281,,,,,,,,,,,,,,,
227,28362.695987648378,166297.671875,,0.3254385888576508,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,2686,0.0001,,256,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,5.0,200001.0,0,51200256,-21.69550514221191,,,,,,,,,,,,,,,
228,29543.406377106803,165796.203125,,0.2557269036769867,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,4365,0.0003,,512,,,,,,,,,,cuda:2,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-1.4955679178237915,,,,,,,,,,,,,,,
229,27266.74593441592,166306.59375,,0.20263415575027466,bc,citylearn,low,999,finished,2021-09-04T01:56:29.000Z,4112,0.001,,512,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,1.0,200001.0,0,102400512,-1.568382740020752,,,,,,,,,,,,,,,
230,27546.63246960613,111093.8203125,,0.4274526834487915,bc,citylearn,low,99,finished,2021-09-04T01:56:28.000Z,4420,0.0001,,512,,,,,,,,,,cuda:1,,200000,,True,,,,,8800,,10.0,200001.0,0,102400512,-21.415668487548828,,,,,,,,,,,,,,,
231,28793.894409997203,111229.40625,,0.32484570145606995,bc,citylearn,low,99,finished,2021-09-04T01:56:28.000Z,2601,0.001,,256,,,,,,,,,,cuda:4,,200000,,True,,,,,8800,,100.0,200001.0,0,51200256,-28.26037788391113,,,,,,,,,,,,,,,
